test_folder,test_filename,top_similar_predict,similarity_score,plot_path
헬로카봇_X_라이프_X,thunder_0601.webp,헬로카봇_X_라이프_X,0.858167827129364,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_X_라이프_X_thunder_0601_webp_similarity.png
헬로카봇_[한정판]_크리스탈카봇_스톰_X,thunder_0752.webp,헬로카봇_모_반,0.8820115923881531,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_[한정판]_크리스탈카봇_스톰_X_thunder_0752_webp_similarity.png
헬로카봇_고스트체이서_트루,thunder_0149.webp,헬로카봇_트루_스와트_올스타,0.8544334173202515,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_고스트체이서_트루_thunder_0149_webp_similarity.png
헬로카봇_고스트체이서_트루,thunder_0775.webp,헬로카봇_우가바,0.8757121562957764,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_고스트체이서_트루_thunder_0775_webp_similarity.png
헬로카봇_고스트체이서_트루,thunder_0776.webp,헬로카봇_우가바,0.8591930866241455,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_고스트체이서_트루_thunder_0776_webp_similarity.png
헬로카봇_고스트체이서_트루,thunder_0997.webp,헬로카봇_우가바,0.8643124103546143,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_고스트체이서_트루_thunder_0997_webp_similarity.png
헬로카봇_골드렉스_레스큐_올스타,thunder_1149.webp,헬로카봇_골드렉스_레스큐_올스타,0.8568747639656067,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_골드렉스_레스큐_올스타_thunder_1149_webp_similarity.png
헬로카봇_골드렉스레스큐,thunder_0755.webp,헬로카봇_골드렉스_레스큐_올스타,0.8758090734481812,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_골드렉스레스큐_thunder_0755_webp_similarity.png
헬로카봇_골드렉스레스큐,thunder_0972.webp,헬로카봇_골드렉스_레스큐_올스타,0.8784689903259277,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_골드렉스레스큐_thunder_0972_webp_similarity.png
헬로카봇_그랜저_호크_블루,thunder_0957.webp,헬로카봇_그랜저_호크_블루,0.8800221085548401,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_그랜저_호크_블루_thunder_0957_webp_similarity.png
헬로카봇_그랜저_호크_블루,thunder_1385.webp,헬로카봇_프론_폴리스_X,0.9065194129943848,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_그랜저_호크_블루_thunder_1385_webp_similarity.png
헬로카봇_극장판_그린팜,thunder_0344.webp,헬로카봇_극장판_그린팜,0.8559249639511108,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_극장판_그린팜_thunder_0344_webp_similarity.png
헬로카봇_극장판_티라이오,thunder_0022.webp,헬로카봇_극장판_티라이오,0.8591166734695435,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_극장판_티라이오_thunder_0022_webp_similarity.png
헬로카봇_극장판_티라이오,thunder_0329.webp,헬로카봇_극장판_티라이오,0.8628879189491272,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_극장판_티라이오_thunder_0329_webp_similarity.png
헬로카봇_극장판_티라이오,thunder_1025.webp,헬로카봇_럭키펀치,0.8873353004455566,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_극장판_티라이오_thunder_1025_webp_similarity.png
헬로카봇_극장판_티라이오,thunder_1088.webp,헬로카봇_극장판_티라이오,0.8530805706977844,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_극장판_티라이오_thunder_1088_webp_similarity.png
헬로카봇_극장판_파워크루저,thunder_0816.webp,헬로카봇_미니_파워크루저,0.8922115564346313,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_극장판_파워크루저_thunder_0816_webp_similarity.png
헬로카봇_나이트,thunder_0893.webp,헬로카봇_나이트,0.9155839681625366,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_나이트_thunder_0893_webp_similarity.png
헬로카봇_나이트,thunder_0958.webp,헬로카봇_나이트,0.9189445972442627,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_나이트_thunder_0958_webp_similarity.png
헬로카봇_나이트,thunder_1041.webp,헬로카봇_나이트,0.9064451456069946,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_나이트_thunder_1041_webp_similarity.png
헬로카봇_나이트,thunder_1071.webp,헬로카봇_나이트,0.8756710290908813,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_나이트_thunder_1071_webp_similarity.png
헬로카봇_나이트,thunder_1115.webp,헬로카봇_나이트,0.9273425340652466,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_나이트_thunder_1115_webp_similarity.png
헬로카봇_나이트,thunder_1246.webp,헬로카봇_나이트,0.9055841565132141,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_나이트_thunder_1246_webp_similarity.png
헬로카봇_다이어EX,thunder_0942.webp,헬로카봇_다이어EX,0.8869978785514832,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_다이어EX_thunder_0942_webp_similarity.png
헬로카봇_다이어EX,thunder_1029.webp,헬로카봇_에이스_레스큐,0.9029232859611511,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_다이어EX_thunder_1029_webp_similarity.png
헬로카봇_댄디,thunder_0456.webp,헬로카봇_스타렉스_댄디,0.8861272931098938,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_댄디_thunder_0456_webp_similarity.png
헬로카봇_댄디,thunder_0812.webp,헬로카봇_스타렉스_댄디,0.8892961740493774,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_댄디_thunder_0812_webp_similarity.png
헬로카봇_댄디,thunder_1185.webp,헬로카봇_스타렉스_댄디,0.8842114210128784,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_댄디_thunder_1185_webp_similarity.png
헬로카봇_듀크_포크레인,thunder_1183.webp,헬로카봇_듀크_포크레인,0.8548645377159119,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_듀크_포크레인_thunder_1183_webp_similarity.png
헬로카봇_드라고닉스,thunder_0168.webp,헬로카봇_드라고닉스,0.8291162252426147,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_드라고닉스_thunder_0168_webp_similarity.png
헬로카봇_드라고닉스,thunder_0661.webp,헬로카봇_티라쿵_올스타,0.8718189597129822,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_드라고닉스_thunder_0661_webp_similarity.png
헬로카봇_드라고닉스,thunder_0784.webp,헬로카봇_드라고닉스,0.8669053912162781,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_드라고닉스_thunder_0784_webp_similarity.png
헬로카봇_드로캅_변신로봇,thunder_0630.webp,헬로카봇_드로캅_변신로봇,0.8505003452301025,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_드로캅_변신로봇_thunder_0630_webp_similarity.png
헬로카봇_드로캅_변신로봇,thunder_1078.webp,헬로카봇_드로캅_변신로봇,0.8710651397705078,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_드로캅_변신로봇_thunder_1078_webp_similarity.png
헬로카봇_드릴버스트,thunder_0070.webp,헬로카봇_스카이거너,0.8486294150352478,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_드릴버스트_thunder_0070_webp_similarity.png
헬로카봇_드릴버스트,thunder_0102.webp,헬로카봇_스카이거너,0.8532583117485046,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_드릴버스트_thunder_0102_webp_similarity.png
헬로카봇_라이캅스,thunder_0698.webp,헬로카봇_라이캅스,0.8343180418014526,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_라이캅스_thunder_0698_webp_similarity.png
헬로카봇_라이캅스,thunder_1213.webp,헬로카봇_저스포스,0.8441063165664673,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_라이캅스_thunder_1213_webp_similarity.png
헬로카봇_럭키펀치,thunder_0108.webp,헬로카봇_럭키펀치,0.9170971512794495,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_럭키펀치_thunder_0108_webp_similarity.png
헬로카봇_럭키펀치,thunder_0981.webp,헬로카봇_럭키펀치,0.9129775762557983,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_럭키펀치_thunder_0981_webp_similarity.png
헬로카봇_럭키펀치,thunder_1322.webp,헬로카봇_럭키펀치,0.9087772965431213,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_럭키펀치_thunder_1322_webp_similarity.png
헬로카봇_레포스,thunder_0477.webp,헬로카봇_레포스,0.8789249658584595,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_레포스_thunder_0477_webp_similarity.png
헬로카봇_로드세이버,thunder_0074.webp,헬로카봇_로드세이버,0.8840909004211426,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_0074_webp_similarity.png
헬로카봇_로드세이버,thunder_0167.webp,헬로카봇_로드세이버,0.8806955814361572,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_0167_webp_similarity.png
헬로카봇_로드세이버,thunder_0579.webp,헬로카봇_펜타스톰_X_라이프_캐논_모드,0.8694122433662415,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_0579_webp_similarity.png
헬로카봇_로드세이버,thunder_0787.webp,헬로카봇_로드세이버,0.8899511694908142,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_0787_webp_similarity.png
헬로카봇_로드세이버,thunder_0845.webp,헬로카봇_로드세이버,0.9092997312545776,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_0845_webp_similarity.png
헬로카봇_로드세이버,thunder_0858.webp,헬로카봇_로드세이버,0.8643624782562256,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_0858_webp_similarity.png
헬로카봇_로드세이버,thunder_0962.webp,헬로카봇_로드세이버,0.8735142350196838,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_0962_webp_similarity.png
헬로카봇_로드세이버,thunder_1052.webp,헬로카봇_로드세이버,0.8719984292984009,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_1052_webp_similarity.png
헬로카봇_로드세이버,thunder_1073.webp,헬로카봇_로드세이버,0.8913441300392151,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_1073_webp_similarity.png
헬로카봇_로드세이버,thunder_1131.webp,헬로카봇_로드세이버,0.8748002648353577,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_1131_webp_similarity.png
헬로카봇_로드세이버,thunder_1195.webp,헬로카봇_로드세이버,0.8932167291641235,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_로드세이버_thunder_1195_webp_similarity.png
헬로카봇_루크,thunder_0113.webp,헬로카봇_루크,0.9101818799972534,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_루크_thunder_0113_webp_similarity.png
헬로카봇_루크,thunder_0950.webp,헬로카봇_미니_루크,0.9198582768440247,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_루크_thunder_0950_webp_similarity.png
헬로카봇_루크,thunder_1277.webp,헬로카봇_루크,0.9029802083969116,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_루크_thunder_1277_webp_similarity.png
헬로카봇_루크,thunder_1330.webp,헬로카봇_미니_루크,0.9214788675308228,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_루크_thunder_1330_webp_similarity.png
헬로카봇_루크_X,thunder_0353.webp,헬로카봇_루크,0.9218798875808716,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_루크_X_thunder_0353_webp_similarity.png
헬로카봇_마이스터,thunder_1310.webp,헬로카봇_마이스터,0.8733831644058228,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이스터_thunder_1310_webp_similarity.png
헬로카봇_마이티가드,thunder_0117.webp,헬로카봇_마이티가드,0.9130024909973145,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0117_webp_similarity.png
헬로카봇_마이티가드,thunder_0227.webp,헬로카봇_마이티가드,0.8967450261116028,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0227_webp_similarity.png
헬로카봇_마이티가드,thunder_0315.webp,헬로카봇_마이티가드,0.8571637868881226,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0315_webp_similarity.png
헬로카봇_마이티가드,thunder_0621.webp,헬로카봇_마이티가드,0.9064298272132874,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0621_webp_similarity.png
헬로카봇_마이티가드,thunder_0724.webp,헬로카봇_마이티가드,0.8996503353118896,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0724_webp_similarity.png
헬로카봇_마이티가드,thunder_0734.webp,헬로카봇_마이스터,0.9212045073509216,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0734_webp_similarity.png
헬로카봇_마이티가드,thunder_0888.webp,헬로카봇_마이티가드,0.9113369584083557,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0888_webp_similarity.png
헬로카봇_마이티가드,thunder_0970.webp,헬로카봇_마이스터,0.9183145761489868,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_0970_webp_similarity.png
헬로카봇_마이티가드,thunder_1092.webp,헬로카봇_마이티가드,0.8912868499755859,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드_thunder_1092_webp_similarity.png
헬로카봇_마이티가드X,thunder_1229.webp,헬로카봇_메가아칸_올스타,0.9081857204437256,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티가드X_thunder_1229_webp_similarity.png
헬로카봇_마이티로,thunder_1096.webp,헬로카봇_마이티로,0.904208779335022,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마이티로_thunder_1096_webp_similarity.png
헬로카봇_마하피스,thunder_0081.webp,헬로카봇_마하피스,0.8873227834701538,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마하피스_thunder_0081_webp_similarity.png
헬로카봇_마하피스,thunder_0103.webp,헬로카봇_스카이거너,0.8665834665298462,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마하피스_thunder_0103_webp_similarity.png
헬로카봇_마하피스,thunder_0194.webp,헬로카봇_마하피스,0.8813591003417969,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마하피스_thunder_0194_webp_similarity.png
헬로카봇_마하피스,thunder_0469.webp,헬로카봇_마하피스,0.8808969855308533,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_마하피스_thunder_0469_webp_similarity.png
헬로카봇_메가볼드,thunder_0199.webp,헬로카봇_미니_메가볼드,0.9075305461883545,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_0199_webp_similarity.png
헬로카봇_메가볼드,thunder_0514.webp,헬로카봇_미니_메가볼드,0.9030448198318481,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_0514_webp_similarity.png
헬로카봇_메가볼드,thunder_0655.webp,헬로카봇_미니_메가볼드,0.8915701508522034,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_0655_webp_similarity.png
헬로카봇_메가볼드,thunder_0763.webp,헬로카봇_미니_메가볼드,0.9045716524124146,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_0763_webp_similarity.png
헬로카봇_메가볼드,thunder_0844.webp,헬로카봇_메가볼드,0.9225260019302368,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_0844_webp_similarity.png
헬로카봇_메가볼드,thunder_0866.webp,헬로카봇_미니_메가볼드,0.9213557243347168,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_0866_webp_similarity.png
헬로카봇_메가볼드,thunder_0885.webp,헬로카봇_미니_메가볼드,0.8914738297462463,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_0885_webp_similarity.png
헬로카봇_메가볼드,thunder_1027.webp,헬로카봇_메가볼드,0.877550482749939,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_메가볼드_thunder_1027_webp_similarity.png
헬로카봇_모_반,thunder_0470.webp,헬로카봇_루크,0.8430755138397217,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_모_반_thunder_0470_webp_similarity.png
헬로카봇_미니_골드렉스,thunder_0109.webp,헬로카봇_미니_골드렉스,0.8878699541091919,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_골드렉스_thunder_0109_webp_similarity.png
헬로카봇_미니_골드렉스,thunder_0435.webp,헬로카봇_미니_골드렉스,0.863600492477417,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_골드렉스_thunder_0435_webp_similarity.png
헬로카봇_미니_골드렉스,thunder_0561.webp,헬로카봇_미니_골드렉스,0.8737619519233704,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_골드렉스_thunder_0561_webp_similarity.png
헬로카봇_미니_골드렉스,thunder_0817.webp,헬로카봇_미니_골드렉스,0.9033936262130737,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_골드렉스_thunder_0817_webp_similarity.png
헬로카봇_미니_골드렉스,thunder_0834.webp,헬로카봇_미니_골드렉스,0.9040564894676208,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_골드렉스_thunder_0834_webp_similarity.png
헬로카봇_미니_댄디_앰뷸런스,thunder_0481.webp,헬로카봇_메디언트,0.8133695125579834,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_댄디_앰뷸런스_thunder_0481_webp_similarity.png
헬로카봇_미니_마이스터,thunder_0170.webp,헬로카봇_드라고닉스,0.871653139591217,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_마이스터_thunder_0170_webp_similarity.png
헬로카봇_미니_비트런,thunder_0169.webp,헬로카봇_미니_비트런,0.8044236898422241,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_비트런_thunder_0169_webp_similarity.png
헬로카봇_미니_스피너블,thunder_0641.webp,헬로카봇_소나다이버,0.8502734303474426,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_스피너블_thunder_0641_webp_similarity.png
헬로카봇_미니_에이스_레스큐_X,thunder_0453.webp,헬로카봇_미니_에이스_레스큐_X,0.8376746773719788,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_에이스_레스큐_X_thunder_0453_webp_similarity.png
헬로카봇_미니_오토소닉,thunder_0452.webp,헬로카봇_오토소닉_올스타,0.8274012804031372,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_오토소닉_thunder_0452_webp_similarity.png
헬로카봇_미니_프테라쿵,thunder_1113.webp,헬로카봇_미니_프테라쿵,0.852523684501648,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_프테라쿵_thunder_1113_webp_similarity.png
헬로카봇_미니_호크,thunder_0901.webp,헬로카봇_미니_테크노마스터,0.909823477268219,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미니_호크_thunder_0901_webp_similarity.png
헬로카봇_미리내프라임_올스타,thunder_0786.webp,헬로카봇_미리내프라임_올스타,0.8124552965164185,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_미리내프라임_올스타_thunder_0786_webp_similarity.png
헬로카봇_뱅_잭슈트_뱅,thunder_0795.webp,헬로카봇_뱅_나노티스_B,0.9192214012145996,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_뱅_잭슈트_뱅_thunder_0795_webp_similarity.png
헬로카봇_버디가드,thunder_0101.webp,헬로카봇_버디가드,0.8451058864593506,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_버디가드_thunder_0101_webp_similarity.png
헬로카봇_버디가드,thunder_0675.webp,헬로카봇_자이언트로더,0.8895883560180664,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_버디가드_thunder_0675_webp_similarity.png
헬로카봇_베어하이더_변신로봇,thunder_0627.webp,헬로카봇_베어하이더_변신로봇,0.9303395748138428,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_베어하이더_변신로봇_thunder_0627_webp_similarity.png
헬로카봇_베어하이더_변신로봇,thunder_1035.webp,헬로카봇_베어하이더_변신로봇,0.9070500135421753,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_베어하이더_변신로봇_thunder_1035_webp_similarity.png
헬로카봇_벨로스터_스카이,thunder_0075.webp,헬로카봇_스카이,0.8527460098266602,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_벨로스터_스카이_thunder_0075_webp_similarity.png
헬로카봇_본,thunder_1127.webp,헬로카봇_디고베어_젬,0.8792789578437805,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_본_thunder_1127_webp_similarity.png
헬로카봇_브레이로드,thunder_0114.webp,헬로카봇_극장판_킹도저,0.9051707983016968,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_브레이로드_thunder_0114_webp_similarity.png
헬로카봇_브레이로드,thunder_0963.webp,헬로카봇_브레이로드,0.938907265663147,results\openai_clip_vit_large_patch14_336\plot_result\헬로카봇_브레이로드_thunder_0963_webp_similarity.png
